,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
86,Nữ,Quang Nam,v.v hướng ngoại khi cần thiết thích một mình nhưng lại sợ cô đơn hướnh ngoại,thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua các loại thịt nướng nước trà (như c2 fanta ăn cơm gia đình tự nấu,chính trị nghệ thuật pokemon đi chơi ngoài trời nhảy,Vui vẻ chân thật,tắm (2l/ngày) nghe nhạc,2,9
87,Nữ,Quang Tri,dễ tính,...; các loại thức ăn truyền thống của miền nam như bánh xèo socola ngọt ngào có chút đắng cơm cơm trộn,các chương trình giải trí du lịch pha chế bóng bàn,"Người hòa đồng, dễ tính, vui vẻ",của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) mua sắm bóng đá,5,4
88,Nam,Ha Giang,thích đi dây đó mình khá ít nói cũng như là hướng nội một người hướng ngoại làm biếng không thích giao tiếp với người lạ một người hướng nội nhưng cũng thích xã giao với mọi người,cháo lòng thịt các loại bánh ngọt,thiết kế,Thích 1 mình,thiên văn học,5,6
89,Nữ,Vinh Phuc,không thích nói nhiều lắng nghe không thích sự ồn ào,trà đào,mình thích xem phim,Yên tĩnh,khám phá xung quanh,4,8
90,Nam,Hau Giang ,thích tự lập thích một mình,trà chanh bánh bột lọc,bóng rổ học ngoại ngứ,"sạch sẽ, ồn ào đúng lúc đúng chỗ",video game kpop cầu long. tấu hài,8,9
91,Nam,Khanh Hoa,nghiêng về hướng ngoại,miến trộn món nào hợp khẩu vị thì mình ăn bánh tàu hủ. các món nướng như cơm sườn,công nghệ xem phim nghe nhạc ko thích gì hết ở nhà một mình coi phim anime,Vui vẻ hoà đồng,tập thể dục nghiên cứu về tài chính game mobile,9,5
92,Nam,Tra Vinh,lúc hướng nội lúc hướng ngoại ít nói hướng nội là người 50% hướng nội,uống trà sữa cơm nước ngọt blahblah,học toán coi phim ở nhà một mình,Vui tính và sạch sẽ ,làm mô hình thích tranh biện … xe cộ,4,6
93,Nam,Ca Mau,bạo lọan huong noi va thich o mot minh dễ quạu dễ nguôi ....,thức ăn gì ngon đều yêu thích hamburger bún nước trà ...,ngoại ngữ tin khoa học chơi bóng rổ,Vui vẻ hoà đồng,o buổi sáng ngủ:)),5,4
94,Nam,Quang Nam,nhát bắt chuyện với người lạ hướng trung (ambivert) lúc thích một mình,thích ăn bánh mì ...,nhạc cụ chính trị o buổi tối,"Người vui tính, gọn gàng, ngăn nắp, trung thực, thật thà",ăn công nghệ xem bóng đá ăn uống,7,7
95,Nam,Ninh Thuan,hướng nội ít nói nhưng hoà đồng thân thiện dễ bị lung lay bởi cảm xúc o tập thể,trái cây lẩu cá đuối bánh bao cút lộn rang me cơm tấm,tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. …. cầu long.,"Vui tính, dễ nói chuyện, hoà đồng.",coi anime đá bóng,3,8
96,Nam,Thai Binh,ghét sự cô đơn sáng nắng chiều mưa thích đi ra quán cafe để học bài hướng ngoại full time,bánh khọt paparoti các loại mì eat-clean,nhạc cụ thích hút thuốc anh văn,"Cùng ngành, sạch sẽ, hoà đồng",travelling chơi đàn piano đi chơi,8,1
97,Nam,Tuyen Quang,ít bạn khá vui vẻ thiên về cảm xúc nhiều hơn lí trí thích một mình,không uống nước ngọt có ga socola ngọt ngào có chút đắng bánh plan món ăn health,call điện thoại,Sạch sẽ,chơi bóng rổ học nhóm online,1,9
98,Nam,Hai Duong,thích giao tiếp,... cá kho gà phô mai trà đào… coffee chill,xem youtube ngủ nghỉ ngơi,"Sạch sẽ, có trách nhiệm, thân thiện",đi từ thiện nói chuyện cùng bạn bè công nghệ vẽ...,9,3
99,Nam,Thai Nguyen ,thích ở 1 mình 1 tháng chắc 1-2 lần) để giao lưu hoà đồng với mng nhiệt tình nhát bắt chuyện với người lạ,mùi hương (hành tỏi tiêu ớt sả đầy đủ) socola bún chả nước gas nem nướng nha trang,"thích:
1. thiên nhiên cây cỏ
2. bóng bàn linux thích động vật shopping thích những gì cần tư duy logic","Vui vẻ ,hoà đồng ",chăn nuôi khám phá xung quanh,9,4
100,Nữ,Dong Nai,hay ngại nửa nội nử ngoại hướng trung là người hướng ngoại partime,bánh bao cá coffee chill mì gói hủ tiếu nam vang,online shopping đá cầu lướt mxh o buổi tối xem youtube ngủ nghỉ ngơi,"HIỀN HÒA , GỌN GÀNG",ăn uống online shopping nhiều lắm . chơi được đa nghề :),9,7
101,Nam,Binh Duong,mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân hướng nội thích ở một mình lười làm việc nhà,các loại lẩu,đàn thích chill chơi bóng rổ sự logic,Ở sạch sẽ cẩn thận hiểu lễ phép và đặc biệt là tam quan đúng đắn ,xe cộ,3,5
102,Nữ,Quang Ninh,có thể mời người ta đi ăn nếu vui ít nói nhưng hay chia sẻ với mn hướng nội ít nói nhưng hoà đồng thân thiện,socola bánh bao bánh cuốn nước ép,chơi cầu lông phim,"Vui vẻ, có tổ chức, có ý thức",linux chăn nuôi chơi thể thao đông y,3,8
103,Nữ,Ninh Binh,vui tính là một người nội o tập thể là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,thích caffee cơm ngon còn bánh bao hơi dở,tám chuyện trồng cây học ngoại ngữ học tiếng anh holywood,"Vui tính, hoà đồng, sạch sẽ, chăm chỉ",đi phượt chơi bóng rổ hóng drama,7,8
104,Nữ,An Giang,mình là một người khá rụt rè khi ở một mình. thích gọn gàng một người ít nói hướng nội hướng ngoại full time,các loại bánh ngọt cơm trộn chè bưởi không rõ,ngôn ngữ thể thao khoa học,"Sạch sẽ, yên tĩnh, không câu nệ tiểu tiết","đi ăn thích:
1. thiên nhiên cây cỏ
2. bóng bàn thích đồ ăn nhạt ko thư giãn",7,6
105,Nữ,Hung Yen,ít nói với người lạ,c2 không có cụ thể thích 1 món ăn hay đồ uống nào ăn đồ ngon,chơi game xe cộ ngoại ngữ đi phượt nghe nhạc,"Bạn cùng phòng phải là người sạch sẽ, gọn gàng, ngăn nắp. Biết tuân thủ lợi ích chung.",bóng chuyền ngủ:)) ios thích coi phim,8,1
106,Nam,Khanh Hoa,vui nhộn người suy nghĩ nhiều,nước lọc ăn sushi,… đá cầu,Khắc kỷ,bị người ta lùa gà xem youtube ngủ nghỉ ngơi tiếng anh... xe cộ ,8,2
107,Nam,Kien Giang,là một người ít nói hướng lung tung là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,bò kho,"coi phim tiếng anh... thích:
1. thiên nhiên cây cỏ
2. bóng bàn đi phượt","Hoà đồng, cùng chuyên ngành càng tốt nhưng khác cũng không sao, vui tính, đơn giản",badminton thích học bài,1,6
108,Nam,Quang Nam,đam mê học tập,chè bưởi ức gà thích ăn cá thác lác chiên,thích xem phim,"dễ chịu, chịu khó dọn dẹp, không nói xấu sau lưng",cờ tướng cầu lông,6,4
109,Nữ,Bac Ninh,thích 1 mình hướng nội ít nói đôi lúc hướng nội sợ xã hội,trà dâu thích ăn gà bún riêu sprite,chạy xe kĩ thuật thích xem tivi,"Vui vẻ, đồng cảm",coi anime,4,8
110,Nam,Thai Nguyen ,khá hòa đồng thích sống ở trọ .... nhưng thích trải nghiệm điều mới,các món nướng,...) chăn nuôi,"sạch sẽ, ngăn nắp, biết tôn trọng người khác",đá cầu nhảy dây thích chơi game nghệ thuật,4,1
111,Nam,Vung Tau,bình thường 🤤,bị dị ứng hải sản có vỏ cá viên chiên mắm tỏi revive mì nước lọc,bóng bàn ăn uống thích chơi game bóng chuyền chơi cầu lông,"Người hòa đồng, hoạt bát",vẽ... chạy bộ thể dục,6,9
112,Nữ,Dong Thap,một người hoà đồng thích dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít,pepsi olong coca cola,thích vẽ dọn dẹp,Người ngay thẳng,dọn dẹp xem tin tức công nghệ nghe nhạc xem phim đi lượn đường,1,9
113,Nam,Tuyen Quang,hướng nội với người ngoài,"1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép redbull
không thích cafe gói gà phô mai",thích chơi với chó mèo tiếng anh badminton thần số học văn học,"Hoà đồng, hoạt bát, thân thiện",nhiều lắm . chơi được đa nghề :) ..,5,1
114,Nữ,Dong Thap,hướng nội thích đám đông,"nước ngọt khoai lang lắc mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc",chạy bộ,"vui tính,  hòa đồng , dễ bắt chuyện ",thích,8,9
115,Nam,Quang Tri,làm quen nhiều bạn mới thích coi phim dễ chịu muốn một mình nhưng sợ cô đơn,ăn cơm mì cay trà sữa coca-cola,học nhóm online tiêu tiền. bới lội badminton o buổi chiều,Ngăn nắp là được,đi tập thể dục thích hút thuốc,9,6
116,Nữ,Dong Nai,"thoải mái khi gia nhập hoà đồng mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",thịt nướng món nướng,đi ăn nghệ thuật thích,thoải mái là ổn,cafe hội hoạ kpop,8,1
117,Nữ,Thai Binh,có phần hơi thích kiểm soát hướng ngoại khi cần thiết,mứt; các loại món nước như hủ tiếu,toán đọc truyện ios thích chơi game,"Hoà đồng, vui tính",ngôn ngữ đánh cầu lông,3,7
118,Nam,Ha Giang,thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng extrovert,suit my taste is fine cafe,học tiếng anh mình thích ngôn ngữ lập trình nấu ăn,cùng sở thích,ko thích gì hết đá cầu mình thích đọc tiểu thuyết và truyện tranh xem phim ngôn tình,6,4
119,Nam,Tien Giang,hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ chỉ thích ngủ một mình khá vui vẻ,các loại trà trái cây,online shopping chạy xe ko thích bị ép buộc,Xinh đẹp,đu otp dark fantasy manga,7,6
120,Nữ,Soc Trang,là người hướng nội part time,coca-cola hũ tiếu đậu hũ cà chua.,thích hát,"Người vui tính,hoà đồng,sạch sẽ,thân thiện ",cầu lông lịch sử,3,9
121,Nam,Thai Binh,một người hoà đồng thích hướng nội nói nhiều ngăn nắp dù hay bày bừa (xong rồi dọn ngay) nhưng không phải e sợ đám đông nói khi cần thiết,không có cụ thể thích 1 món ăn hay đồ uống nào mì udon cái gì cũng thích ăn,tò mò về cách vận hành của xã hội đánh cờ vua,"Bất kỳ ngành nào cũng được, lịch sự, tôn trọng bạn cùng phòng ",dọn dẹp xe cộ học toán thích chill khám phá xung quanh,3,1
122,Nam,Kien Giang,thích thử thách dễ hòa nhập thích đi đâu đó dễ quạu dễ nguôi bình thường 🤤,bún đậu mỳ hoành thánh đặc biệt là tôm không đặc biệt yêu thích gì bún mắm,thích đọc du lịch thich chơi thể thao võ thể hình đánh bóng bàn,Năng động vui tính thân thiện,thích ngủ cờ vua tâm lý học,1,4
123,Nam,Bac Lieu,dễ tiếp xúc thích làm việc nói nhiều với người quen,các món nhiều gia vị phở bò đồ ăn: các món nước (bún coffee chill rau má mix,đánh cầu lông trống,Vui tính,tám chuyện thích đi du lịch thích đọc xem các show giải trí thực tế chính trị,4,4
124,Nữ,Lang Son,cần cù,mình thích ăn các loại đồ ngọt coca cola… trà sữaaaaa mì trộn bún nước lèo,xem các show giải trí thực tế đạp xe đạp của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng),"Vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng, OCD càng tốt. Không quá tính toán hơn thua, tính khôn lỏi",thích bơi đọc sách.. đạp xe,4,4
125,Nam,Quang Nam,cũng có lúc hướng nội có lúc hướng ngoại,các loại thịt nướng mì cay trà sữa ít đường trà đào… mì,coi phim hoạt hình thích nhảy thích xem tivi bóng rổ,"sạch sẽ, chăm chỉ, dễ chịu",thích chơi bóng rổ o buổi chiều ráp pc phim hành động chơi yasua,1,5
126,Nữ,Quang Ngai,ít nói hướng nội,đồ hàn suit my taste is fine ...; các loại thức ăn truyền thống của miền nam như bánh xèo các loại lẩu không độ),ở nhà một mình,Vui tính,xem phim hàn đi xe đạp xem phim đặc biệt là thích nhạc của sơn tùng m-tp thích vẽ ngủ,4,1
127,Nữ,Cao Bang,thích tham gia các hoạt động xã hội có phần hơi thích kiểm soát hoà đồng vui vẻ,nước ngọt món nào hợp khẩu vị thì mình ăn bún chả nướng,thích nhảy học tiếng nhật,"Là một người biết cách bắt đầu câu chuyện tại vì mình ít nói, tôn trọng ý kiến của nhau, không đòi mói, ngay thẳng, hoà đồng",mình rất thích nghệ thuật thích tranh biện tò mò về cách vận hành của xã hội tập thể dục ngoài trời làm mô hình,2,2
128,Nam,Vung Tau,dễ thích nghi,cơm cháy kho quẹt bạc sỉu kẹo dẻo canh trứng cà chua chất béo hay phô mai. không ăn được cua :3,đông y ... chơi o buổi sáng,"Người hướng ngoại, hòa đồng, biết đều",chơi đàn piano xe cộ thích đọc sách đi tản bộ o buổi sáng,7,5
129,Nam,Ca Mau,sống lowkey người hướng nội có phần hơi thích kiểm soát lúc hướng nội lúc hướng ngoại,xôi mặn dưa hấu,tháo chơi,"Người vui tính, có thể nói nhiều một chút, ở sạch, ăn xong nhớ dọn, tôn trọng riêng tư, nếu cùng ngành thì tốt, không cùng cũng không sao",anh văn coi phim lướt mxh .. mình thích chạy bộ,2,9
130,Nam,Tra Vinh,khá hòa đồng dễ bắt chuyện một người hoà đồng thích,bánh ướt,thích đi bộ thích đọc tập thể dục ngoài trời thiết kế,"Người hoà đồng, hài hước, quan tâm",mầy mò linh kiện máy tính nhiếp ảnh ngôn ngữ video game khám phá xung quanh,3,9
131,Nam,An Giang,nhưng lại thích giao lưu =)),lẩy thái món j có topping thì đều thích,bị người ta lùa gà game online thích bơi ko,không có ạ,coding,3,4
132,Nam,Phu Yen,lúc này lúc kia riêng tư bán hướng nội bán hướng ngoại thích đi dây đó quyết đoán,matcha đá xay,mình thích hát  tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. esports,Vui tính hòa đồng ,ngủ coi phim ăn âm nhạc game mobile mình thích đọc tiểu thuyết và truyện tranh đọc tiểu thuyết,9,3
133,Nam,Cao Bang,ở nhà hướng nội ra đường hướng ngoại 🙄 thích mọi thứ có trật tự thích tham gia các hoạt động xã hội thích ờ chỗ không đông người không thích sự ồn ào,bún bò phở hu tiu com tam thích ăn cá thác lác chiên bún chả trà olong,lướt mxh các chương trình giải trí thích những gì cần tư duy logic chơi thể thao,"Người hòa đồng, hoạt bát",của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) thích đi du lịch hít thở không khí trong lành ở công viên ráp pc thích nghe nhạc,7,3
