,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
9001,Nữ,Quang Ninh,thích mọi thứ có trật tự sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt vui vẻ hoà đồng,bánh xèo đặc biệt là mì cay come gà mì udon bim bim,cũng không biết thích gì đàn guzheng phim hoạt hình,không,có tri thức về y khoa cùng các lĩnh vực xã hội khác cá tính thích gọn gàng tiết kiệm một chút dễ bắt chuyện,7,8
9702,Nữ,Ha Giang,bán hướng nội ambivert cởi mở mình khá ít nói cũng như là hướng nội,bánh mì mỳ quảng đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í.,ngoại ngữ đọc truyện tập thể dục ngoài trời,Có,cá tính có kỷ luật,10,10
8040,Nữ,Thanh Hoa,"hoà đồng với mng là một người nội mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự thích đi chơi ở ngoài với bạn bè","mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc dừa dầm........ đồ cay thích ăn món mì cay trà đào thạch sữa",thích bơi,không,người không nói quá nhiều biết nghĩ cá tính để cùng nhau nói chuyện,1,8
478,Nữ,Tra Vinh,nóng nảy - ưu tư hướng trung (ambivert) lúc thích một mình ....,bún nước lèo chanh muối ... thật ra thì ngoại trừ rau cần,thích đọc sách thích hát đi tản bộ thích đọc thích chơi game,Có,tôn trọng không gian cá nhân người chịu chia sẻ cảm xúc của bản thân. hoạt bát thân thiên vui vẻ,8,7
4595,Nam,Vinh Phuc,hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ bình thường hướng nội thích ở 1 mình,cà phê sữa... sữa đậu nành,trang điểm thích tiếng anh,không,tính giống mình giữ không gian riêng tư thích 1 mình thông cảm,8,7
1579,Nữ,Ca Mau,cần cù,coca cola… mình ăn thích ăn đồ healthy udon nem nướng nha trang cá hồi,"đi mua sắm

không thích: chạy bộ tiếng anh",không,người hoà đồng hiền lành,8,8
7601,Nam,Bac Lieu,mình là một người thích vẽ năng động,bánh kẹp thịt bò với sữa red bull bột sò chất béo hay phô mai. không ăn được cua :3,đọc sách chơi đàn thích môn toán xe cộ trò chơi điện tử,không,nói nhiều vui vẻ sạch gọn năng động giống mình im lặng,8,8
847,Nam,Tra Vinh,cầu toàn lúc hướng nội lúc hướng ngoại nhưng vẫn hoà đồng trầm trầm nhưng lúc cần vẫn vui hết mình,bánh căn mì cay bánh gai fast food,thần số học dark fantasy manga tháo thường thức tác phẩm nghệ thuật ăn uống,không,biết chia sẻ ý thức chung ngành sạch sẽ nói nhìu hoà đồng,7,6
8463,Nam,Hoa Binh,tôi là một người ít nói thích đi lang thang một mình thân thiện thích có ko gian riêng tư 1 mình,cơm chiên,dân chơi hệ điều hành (windows cờ tướng ngôn ngữ,không,dễ chung sống,8,8
6609,Nữ,Ca Mau,e là một người khá tự ti là người thích ở một mình thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra thích sạch sẽ huong noi va thich o mot minh,tôm chiên,bóng chuyền,không,sạch sẽ.,10,7
8579,Nữ,Long An,vui vẻ hoà đồng chung chung làm quen nhiều bạn mới hướng ngoại thích giao tiếp vui vẻ hoà đồng,stings em thích các loại bún ạ,âm nhạc ( nghe nhạc) xem các show giải trí thực tế đếm tiền phim,không,giữ vệ sinh nhà cửa sạch sẽ biết chia sẻ khi ở chung với nhau,6,5
3645,Nữ,Thanh Hoa,nóng nảy - ưu tư, bánh tráng,bóng rổ bơi,không,tích cực với cuộc sống thời gian của người khác người sòng phẳng,9,10
1253,Nữ,Quang Ngai,lười giao tiếp... không thích nơi đông người nhưng lại thích giao lưu =)) một người ít nói hướng nội bình thường,xoài chua chấm muối ớt chua lè,ko trang trí phòng ngủ xem tv series kinh quẻ pokemon,không,người vui tính hòa mình thích bạn cùng phòng hoà đồng mọi thứ rõ ràng,9,7
2365,Nữ,Son La,thích 1 mình dễ hòa nhập,thích ăn trứng vịt lộn đồ hàn,thích đi bộ hội hoạ,không,có cùng sở thích là một điểm cộng biết nấu ăn tự giác hòa nhập không khó tính,9,9
7637,Nam,An Giang,nhanh nhẹn tính cách thất thường thích ở một mình- lúc thích nói chuyện nhiều người hướng nội tích cực,mì tương đen,chiêm tinh,không,có tính tự giác hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối hoà đồng hoạt bát sạch sẽ điểm khác biệt giữ 2 đứa. không quá xen bình thường,5,10
8192,Nam,An Giang,cởi mở thích ở một mình với gia đình,ăn được đồ nặng mùi hột vịt lộn rang me sữa của các hạt đậu nước ngọt có ga các loại đồ ngọt như chè,o buổi sáng nhạc cụ tìm hiểu về văn hóa các nơi ,Có,đồ mình sở hữu là được vì mình cũng như vậy. chung ngành sạch sẽ tiết kiệm một chút vui tính hài hước thoải mái là ổn,10,7
3661,Nữ,Ha Giang,là một người hướng nội thích ở một mình dễ thích nghi thích ở một đám hoà đồng với mng áp dụng công nghệ mới,espresso bánh mì thịt xá xíu các món nhật,video game tiền phim công nghệ học tiếng nhật,không,thân thiện hiểu chuyện dễ ăn uống,9,8
7498,Nam,Gia Lai,bán hướng nội bán hướng ngoại hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không phần hướng nội nhiều hơn,hũ tiếu revive các loại xôi vs chè,ăn đạp xe,Có,nhiệt tình,9,8
290,Nam,Quang Tri,sống cống hiến vui vẻ hay giận vu vơ là một người 2 hướng,........; nói chung là mình thích ăn rất nhiều món :3 mì ý bò nướng các loại mì bánh khọt,thích học ngôn ngữ anh lắp ráp,không,tính tình vui tính mình mong muốn được ở cùng một người thích tìm hiểu những điều mới lạ học giỏi (chung ngành càng tốt) tôn trọng quyền riêng tư của mọi người,6,8
5426,Nam,Thanh Hoa,hòa đồnh ngoại ít nói hướng nội,gà phô mai bánh bột lọc,truyện,không,có chí cầu tiến đơn giản bình thường không ích kỷ,7,9
6375,Nữ,Binh Phuoc,hoạt bát hướng ngoại nhung thích ở một mình,trà đào,nhiều lắm . chơi được đa nghề :) mua sắm của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) đàn hát,không,sạch sẻ có tổ chức tự cho mình là đúng.,8,6
5371,Nam,Phu Yen,quyết đoán,hủ tiếu nam vang trà chanh trân châu đồ cay hàn quốc các loại lẩu,thích vẽ nói chuyện cùng bạn bè chính trị đi dạo,Có,vô duyên,9,10
7071,Nam,Thanh Hoa,hướng ngoại. hướng ngoại part time mình là một người hướng nội cởi mở thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ mình là một người khá rụt rè khi ở một mình.,bánh tàu hủ. các món nướng như cơm sườn,học ngoại ngữ anh văn tấu hài,không,vui vẻ hòa đồng cầu tiến o ban đêm,9,7
8733,Nữ,Hoa Binh,thích đi chơi với bạn bè là một người hướng nội thích ở một mình thường thích ở một mình,cà phê sữa...,chính trị tiếng anh làm gốm thích chơi game,không,thân thiện nói nhìu hoà đồng nhiệt tình,10,7
3166,Nữ,Ha Giang,chia sẽ dễ thích nghi mê chơi đá gà,nước rau má đi ăn với bạn đồ ăn hàn. đồ uống healthy thích đồ chiên đồ ăn hàn quốc,ko thích gì hết đi ăn toán học ngắm cảnh,Có,phải sạch sẽ dễ ăn uống thích 1 mình lịch sự,8,7
4682,Nữ,Quang Nam,dễ tiếp xúc phần hướng nội nhiều hơn nóng nảy - ưu tư,bún trộn,kpop hacking coi phim hoạt hình du lịch cùng bạn mình thích xem phim,không,mong muốn được ở cùng với người có sở thích khoa học với mình biết nhậu o cuộc sống của nhau. không phán xét hoà đồng hoạt bát sạch sẽ,8,9
9953,Nam,Bac Lieu,trải nghiệm lúc nói nhiều lúc nói ít dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều.,trà sữa ......... thịt sườn,các hoạt động xã hội,Có,biết tôn trọng không gian riêng lanh lợi vui vẻ chân thật,10,8
2420,Nam,Vinh Phuc,ít nói,lẩu chay cơm đậu hũ dồn thịt xốt cà,"đi mua sắm

không thích: chạy bộ thích đi chơi với bạn bè nhảy dây trò chơi điện tử",không,ngành kỹ thuật,10,8
7508,Nam,Quang Nam,thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người,thịt sườn nem nướng beer e thik ăn các loại bánh mỳ mùi hương (hành tỏi tiêu ớt sả đầy đủ),tập thể dục ngoài trời thích đá bóng nghe nhạc,không,chịu đi chơi với tôi chịu khó dọn dẹp người chịu chia sẻ cảm xúc của bản thân.,7,8
9601,Nữ,An Giang,không thích nơi đông người dễ hòa nhập ưa mạo hiểm nhưng vẫn hoà đồng,mỳ tôm mì trộn những món ăn liên quan đến kim chi mì xào mì trộn,tiếng anh... tiêu tiền.,không,biết giữ gìn hoà khí chung có trách nhiệm gọn gàng. thống minh tự cho mình là đúng.,8,9
9137,Nam,Hai Duong,sống cống hiến hướng ngoại,bông lan trứng muối nước ép. bánh căn,ko thích bị ép buộc thích đi karaoke tắm (2l/ngày) tiếng anh...,không,dễ thương,8,8
4174,Nam,Binh Thuan,hướng ngoại partime,snack coca-cola các món gỏi,thư giãn,không,nề nếp,8,8
3762,Nữ,Bac Lieu,hoà đồng hay dài dòng hướng nội 35%,thích uống trà sữa món nào chay đều thích coca,đi cắm trại mình thích chạy bộ ăn uống,không,dễ tính người hoà đồng học tốt có chừng mực - vui vẻ thích công nghệ,5,9
2018,Nữ,Quang Nam,thích ở một mình một người hướng nội nhưng cũng thích xã giao với mọi người hướng ngoại 65% thích coi phim hòa đồng không thích đám đông lắm nhưng dễ hòa nhập,trà cà phê sữa... nước trái cây,truyện mình thích ngôn ngữ,không,chịu khó dọn dẹp bạn cùng phòng biết lùa gà,8,7
4933,Nam,Kon Tum,nhạy cảm,hải sản nước ép thích ăn bánh mì đồ ăn vặt hoặc đồ hàn,chơi đàn piano thích môn toán học ngoại ngữ võ android,Có,chủ động,8,8
2379,Nam,Tien Giang,lowkey một người hướng nội thích sự im lặng chỉ thích ngủ một mình,đồ ăn hàn quốc nước ép mình thích uống trà sữa bánh . nước coca . mì cay... pepsi,"đi mua sắm

không thích: chạy bộ thích hút thuốc",không,thích những bạn hoạt bát biết nhậu hiểu quy tắc cộng đồng - nghĩa là không thể thoải mái sống bừa bãi lôi thôi như một mình.,6,7
5379,Nữ,Ca Mau,nhưng vẫn hoà đồng nói nhiều với người quen hướng nội + ngoại part time nội tâm người hay thay đổi,vị đậm đà😋 cơm chiên,ăn uống tập trung nghiên cứu một vấn đề nào đó ngủ:)) cầu lông chơi đàn,không,bạn cùng phòng phải là người sạch sẽ freedom,10,8
1101,Nữ,Ben Tre,trải nghiệm e là một người khá tự ti cũng hơi hướng ngoại,bia bánh,xe cộ tìm hiểu những kiến thức đa ngành thích chơi game online shopping dọn dẹp,không,dễ tính... năng động để ý tiểu tiết (theo hướng tích cực) đừng quá bừa bộn,9,8
5709,Nữ,Long An,dễ quạu dễ nguôi,"thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon đồ cuốn
pepsi",đi phượt ráp pc,không,dễ dãi,3,8
62,Nam,Hai Duong,.... nhưng thích trải nghiệm điều mới,bún mỳ tôm pizza cứ đồ ăn là thích khoai tây lắc,thích xem tivi,không,bạn cùng phòng phải là người sạch sẽ thích những bạn hoạt bát dễ tính,5,8
3767,Nữ,Binh Dinh,ít nói chuyện có thể đi ăn ngoài nếu được mời là người thích ở một mình là một người ít nói hướng nội,"đồ cuốn
pepsi món j có topping thì đều thích ăn đồ tốt cho sức khỏe",.. chơi game cà phê nhiều lắm . chơi được đa nghề :) đi xe đạp,không,gọn ràng sạch sẽ bất kỳ ngành nào cũng được chung ngành học hòa đồng dễ chịu ăn nhiều,7,8
5555,Nam,Bac Ninh,mình ambivert vui vẻ hoà đồng,"bánh kẹp thịt cũng không biết nữa 😂 redbull
không thích cafe gói nướng thích ăn mì tômmmmm",bóng đá,không,nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc vui vẻ chân thật,5,10
9478,Nữ,Binh Phuoc,hướng nội thích ở một mình thích không gian riêng trầm trầm nhưng lúc cần vẫn vui hết mình người suy nghĩ nhiều,mặn các loại xôi vs chè,thích học thích code đếm tiền lắp ráp bới lội,không,cùng nhau đi chill biết nhậu o cuộc sống của nhau. không phán xét,9,10
9507,Nữ,Tay Ninh,là người ít nói chuyện hướng nội nói nhiều một người vui vẻ lowkey hướng nội + ngoại part time,đồ nhướng trà đào thạch sữa ăn đồ cay thịt kho mắm ruốc bánh căn,tám chuyện hacking chính trị học công nghệ,Có,hiểu chuyện. vô duyên đồ mình sở hữu là được vì mình cũng như vậy. học chung ngành ngay thẳng,7,10
5062,Nam,Thai Binh,quyết đoán thích được đi chơi,nước rau má gà rán hay đồ chiên thích đồ tự nấu mình rất thích đồ ăn vặt bún đậu,được ăn dọn dẹp các chương trình giải trí stress thì mình đâm đầu vô luôn,không,người sống có quy củ .. tôn trọng không gian riêng tư,8,10
