,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
811,Nam,Ca Mau,thích ở 1 mình một người vui vẻ bạo lọan mình khá dễ hòa đồng nhưng tùy đối tượng,đồ ăn hàn. đồ uống healthy,học hóa vẽ tranh tham gia hoạt động ngoại khoá,không,vui tính náo nhiệt thích đi chơi có ý thức,8,10
2105,Nữ,Hung Yen,là một người khá là trầm tư mình là một người hướng nội tình cảm 1 tháng chắc 1-2 lần) để giao lưu,các loại thịt nướng,thử nhiều điều mới dân chơi hệ điều hành (windows travelling call điện thoại …,không,tôn trọng không gian riêng tư nói nhiều cùng chuyên ngành càng tốt nhưng khác cũng không sao gọn gàng. thích ăn ngoài cùng mình,8,5
1267,Nữ,Khanh Hoa,sống cống hiến,pepsi vị chanh không calo bánh tép 0 độ thịt bò,đạp xe đạp,Có,nhiệt tình vs mn,8,5
2872,Nam,Vinh Phuc,tôi là một người hoạt bát thích tự do,cũng không biết nữa 😂 thịt xào nấm mèo ăn pizza,xem phim nghe nhạc  coi anime,không,chung ngành học nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc không thảo mai ăn mặc ổn,9,8
958,Nam,Phu Tho,một người vui vẻ người hay thay đổi,udon trừ đồ đắng ra thì mình đều ăn được,tiếng anh... mua sắm,không,chung sở thích đừng quá ồn ào quan tâm mọi người cẩn thận,6,8
556,Nam,Ha Giang,"ít nói nhưng thích đám đông mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự có quy tắc riêng là một ambivert",đồ ăn: các món nước (bún ốc bánh plan bún riêu nem nướng nha trang,đi ăn quay tik tok thích hát xem mv ca nhạc,không,tính khôn lỏi ngay thẳng chung gu giải trí biết tôn trọng không gian riêng,2,5
1016,Nữ,Phu Tho,hướng trung hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ,khô các loại,o buổi sáng thích đánh cờ,Có,vui,9,10
2965,Nam,Tien Giang,tốt bụng hướng nọpi,cơm nhà trà sữaaaaa cháo lòng nước ép. bún bò,thích tiếng anh nghe nhạc,không,ngăn nắp là được,10,10
2088,Nữ,Quang Nam,cá tính mạnh chia sẽ là một người khiêm nhường,"bò né ăn cơm mẹ nấu táo 1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép đồ ăn ngọt","hội hoạ đi mua sắm

không thích: chạy bộ",không,thích gọn gàng sạch! gọn gàng!!!! ko so đo,5,9
6,Nam,Lao Cai,thích khám phá áp dụng công nghệ mới hiếm khi thấy vui,ăn cơm mẹ nấu,thể thao thích bơi anh văn đồ ăn ngọt học tiếng nhật,không,không đòi mói chịu đi chơi với tôi học giỏi (chung ngành càng tốt) hòa đồng trung thực,8,9
1000,Nữ,Kon Tum,thích một mình nhưng lại sợ cô đơn,cá dồ kho,chơi bóng rổ tâm lí học,không,có chung sở thích ai kiềm t việc t chơi ngu tính khôn lỏi sinh hoạt cú đêm giống mình hihi,8,7
1249,Nam,Phu Yen,dễ quạu dễ nguôi cực đoan vui vẻ… trung lập,gà rán hay đồ chiên thích trà sữa… hamburger mình rất thích ăn đồ ăn cay tất cả các loại mì,"mình thích ngôn ngữ thích:
1. thiên nhiên cây cỏ
2. bóng bàn",không,sạch sẽ gọn gàng quan tâm dễ thương người hòa đồng khong co,5,7
2890,Nữ,Ha Giang,thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không,bánh mì thịt xá xíu thịt xào nấm mèo lẩu bò,hát đếm tiền bóng đá chơi hame,không,hài hước có thể hoạt bát nhưng im lặng lúc cả phòng đang làm việc,8,5
328,Nam,Lao Cai,dễ tính thích đông vui không thích nói nhiều hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao,eatclean,thích vẽ,không,vui vẻ tích cực với cuộc sống tinh ý có qua có lại,3,10
550,Nam,Hoa Binh,đúng ik chang mô tả mẫu :))) chung chung khó chịu,canh cải mùi hương (hành tỏi tiêu ớt sả đầy đủ) ít mỡ chè bưởi,được ăn làm gốm thích đi chơi với bạn bè diy.. câu cá đá bóng,không,thấu hiểu biết chia sẻ biết lắng nghe,9,9
1623,Nữ,Binh Duong,mình là một người thích vẽ năng động dễ thương chia sẽ,bánh plan,đọc truyện tranh phim hành động bói tử vi thích đi karaoke thích đá bóng,không,đáng tin cậy thích công nghệ có ý thức là được 1 người tốt bụng tâm lý,10,5
119,Nữ,Quang Tri,sợ xã hội,chả giò,nhiều lắm . chơi được đa nghề :) chơi game thích khám phá xung quanh,không,không đòi mói nếu cùng ngành thì tốt thích nấu ăn,8,7
2809,Nữ,Thanh Hoa,có quy tắc riêng thích ngoại giao dễ thích ứng,mì các loại,nấu ăn đi chơi ngoài trời,Có,tích cực người biết lắng nghe giàu gọn gàng vui vẻ dễ tính sạch sẽ,10,9
1654,Nam,Hoa Binh,người đang học trường fpt người hướng ngoại,ốc,văn học coi phim hoạt hình thich chơi thể thao võ tham gia hoạt động ngoại khoá,không,hoà đồng lịch sự ngoan ngoãn ko quậy phá,7,10
157,Nữ,Hoa Binh,ít nói lúc này lúc kia,trái cây stings kem ốc quế... mỳ tôm mì tương đen,chơi hame bóng rổ,không,nhiệt tình dễ nói chuyện cùng ngành học,9,8
2155,Nữ,Hai Duong,lowkey là một người nội hoà đồng với mọi người,bánh mì kẹp đồ ngọt gà nói chung cơm nhà thịt xào nấm mèo,học tiếng anh kpop tắm (2l/ngày),không,tiền bạc rạch ròi vui tính,10,8
2165,Nữ,Lao Cai,"mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự nói nhiều thích đám đông",cơm chiên các loại bánh tàu hủ. các món nướng như cơm sườn cơm nước ngọt blahblah nước suối trà nóng thích ăn gà,trang điểm,không,người hài hước biết nhậu,8,10
145,Nam,Gia Lai,làm quen nhiều bạn mới bán hướng nội ambivert thích ở một mình- lúc thích nói chuyện nhiều người,vị đậm đà😋 trà chanh trân châu ăn sushi chỉ thích cafe phin,đi phượt em thích chơi nhạc cụ ko thích gì hết vẽ,không,có tình nghĩa huynh đệ ham học,8,10
1842,Nữ,Tra Vinh,ngày ngủ đêm bay,thích ăn đồ cay bánh tráng snack bánh tàu hủ. các món nướng như cơm sườn thịt xào nấm mèo,thiết kế,không,cá tính tôn trọng không gian riêng tư có ý thức giữ vệ sinh chung,5,5
476,Nam,Ninh Binh,đôi lúc hướng ngoại đôi lúc hướng nội sáng nắng chiều mưa,... thật ra thì ngoại trừ rau cần,phim hành động mac os đi đây đi đó với bạn bè( một mình),không,quan tâm một người hiểu biết rộng sòng phẳng,7,10
2474,Nữ,Vung Tau,hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không hướng nội - ngoại,nước nha đam khoai tây matcha đá xay bánh . nước coca . mì cay... mắm chưng,kinh quẻ decor phòng đu otp học esport,không,gọn gàng sạch sẽ. rạch ròi về tiền bạc,10,9
1230,Nữ,Ha Giang,thích khám phá tốt bụng thích tham gia các hoạt động xã hội,bún mắm eatclean,thích chơi game thích khoa học edit ...),không,biết nhậu chăm chỉ,5,9
574,Nam,Bac Lieu,lười giao tiếp...,mì ý,bóng đá đá cầu học tiếng nhật o buổi chiều học ngoại ngứ,không,không ích kỷ,8,8
2705,Nam,Quang Ngai,dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều. nhạy cảm khó bắt chuyện với người lạ dễ chịu hướng ngoại 65%,nước dừa táo,thích chơi game thiên văn học,không,biết tôn trọng người khác sạch sẽ không bừa bộn tôn trọng bạn cùng phòng biết điều hoà đồng hoạt bát sạch sẽ,9,7
2174,Nam,Bac Ninh,lúc hướng nội lúc hướng ngoại là một người nội hoà đồng nhưng cũng thích ở một mình đôi khi hướng nội không phải hướng nội nhưng không thích chỗ đông người,mì cay trà sữa thức ăn có vị cay thích trà sữa…,đi du lịch mua sắm học nhóm online đá bóng,không,mình thích người cùng phòng vui tính,9,8
573,Nữ,Hung Yen,nhưng không phải e sợ đám đông,lẩu hơi kén ăn 1 chút cheese fries,thích đọc truyện mua sắm tập thể dục,không,thật thà ý kiến của mình lên bạn cùng phòng,8,10
1209,Nữ,Quang Ngai,nhộn nhịp không phải hướng nội nhưng không thích chỗ đông người,thích đồ chiên nước ngọt miễn là nước ngọt có ga eat-clean xôi,lập trình e thik chơi cầu lông nhiều lắm . chơi được đa nghề :) du lịch cùng bạn hít thở không khí trong lành ở công viên,không,vd : vui vẻ,8,10
1777,Nữ,Ha Nam,không thích giao tiếp với người lạ  hướng nội khi không có ai là một người hướng nội cọc cằn,ăn hải sản nước ép ỏi nước trà,tiền,không,thằng bạn thích hút thuốc phát triển bản thân vui vẻ - hài hước tâm lý,7,9
2893,Nam,Quang Nam,hướng nội nhưng thích đi chơi nhưng vẫn hoà đồng,đồ ăn: các món nước (bún,esport đá bóng,Có,chia sẽ hướng nội,9,7
1510,Nữ,Lam Dong,hay giận vu vơ thân thiện nhưng hướng nội với người lạ hướng nội khi không có ai hơi hướng nội,nước ép nui xào mì cay,tìm hiểu về văn hóa các nơi bói tử vi chơi nhạc đi tập thể dục tiếng anh...,Có,năng động giống mình vui vẻ hoà đồn thân thiện tôn trọng lẫn nhau đẹp hiểu chuyện.,9,10
2049,Nam,Bac Lieu,logic trầm tính,bánh ướt ... thật ra thì ngoại trừ rau cần 7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu trà sữa bánh plan,mình còn có thể chơi cầu lông nữa khám phá xung quanh cờ tướng,không,không vô duyên thống minh không có ạ giữ không gian riêng tư,10,8
259,Nam,Vung Tau,mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác,bánh mì... bún bò phở hu tiu com tam hột vịt lộn rang me thịt bò,nhảy dây trồng cây,không,người hiểu chuyện,9,7
121,Nam,Hoa Binh,dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít nhưng hướng nội với người lạ,fastfood matcha đá xay bún bò phở hu tiu com tam cơm chiên trứng,choi game,không,mình thích bạn cùng phòng hoà đồng hoặc cùng trường,10,7
1762,Nam,Ca Mau,thích đi chơi ở ngoài với bạn bè nghiêng về hướng ngoại thoải mái khi gia nhập nửa nội nử ngoại,bánh khọt c2 trà dâu bún rêu,thích chơi suốt ngày trống o buổi sáng pokemon ...),không,cùng chuyên ngành/ sở thích,9,9
2895,Nữ,Phu Tho,sáng nắng chiều mưa hòa đồng không thích đám đông lắm nhưng dễ hòa nhập em thích ở tập thể nhưng có không gian riêng. em hướng nội hướng ngoại part time là một người 2 hướng,"mỳ tôm nhật stings socola đá xay 1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép",tắm (2l/ngày) bói toán du lịch cùng bạn nằm dài nghe nhạc,không,thoải mái ngăn nắp là được siêng năng tôn trọng không gian riêng tư của người khác thật thà,6,5
2231,Nam,Hai Duong,ít nói chuyện vui vẻ... dễ quạu dễ nguôi bán hướng nội bán hướng ngoại,đồ gì có vị cay vị đậm đà😋 bánh mì...,ăn,không,lanh lợi trật tự 1 người tốt bụng hoà đồng.,5,8
875,Nữ,Tra Vinh,là một người khiêm nhường cực đoan,mỳ trộn . bánh bèo bông lan trứng muối,đi dạo ngắm cây,không,thật thà thích các hoạt động nhóm,6,7
1010,Nam,Ha Giang,thích ở nhà hơn là ở ngoài đôi lúc hướng ngoại,thích ăn gà bánh ngọt chill cafe thích bánh sandwich nướng rau má mix,các hoạt động phải chạy học hóa nhiều lắm . chơi được đa nghề :) mua sắm,Có,em thích ở chung với người tôn trọng khoảng cách tôn trọng không gian cá nhân không nóng tính,9,8
1634,Nam,Thanh Hoa,ngăn nắp dù hay bày bừa (xong rồi dọn ngay) đôi lúc hướng nội,mì tương đen mình rất thích đồ ăn vặt thích ăn bánh mì các đồ ăn hỗ trợ cho việc giảm cân,ngắm cảnh,không,vui vẻ - hài hước có kỷ luật,8,8
1185,Nữ,Hoa Binh,hương ngoại nhưng khó kết bạn với hơi trầm,đồ ăn: các món nước (bún mứt; các loại món nước như hủ tiếu trừ đồ đắng ra thì mình đều ăn được ức gà,tin khoa học nói chuyện cùng bạn bè mình thích chạy bộ,không,hiền,9,5
