,Name,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
372,372,Nữ,Cao Bang,khá vui vẻ là người ít nói hương ngoại nhưng khó kết bạn với hơi trầm tính cách thất thường nội tâm,coca-cola rau má mix,thần số học vân vân... xem tv series,không,người chịu chia sẻ cảm xúc của bản thân. mạnh mẽ,10,7
373,373,Nữ,Bac Lieu,hoà đồng với mng thích ở một mình mình là dễ gần nhiệt tình,mì xào nước nha đam mình thích trà bí đao ngô gia trà olong thích ăn mì tômmmmm,thiện nguyện hóng drama chạy xe lắp ráp android,không,không nói xấu sau lưng có qua có lại để ý tiểu tiết (theo hướng tích cực) người có tính cách vui vẻ,7,10
374,374,Nữ,Bac Lieu,hướng nội khi không có ai hoà đồng với mng xàm tôi là một người ít nói bạo lọan,thích ăn đồ việt nam bánh xèo thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon các thế loại mì nước c2 chanh,văn học đi coi phim đi đây đi đó với bạn bè( một mình) thích chơi suốt ngày xem tv series,không,không thích chung phòng giàu có cùng ngành học học giỏi 1 chút (nhưng không tự cao nề nếp,10,9
375,375,Nữ,Ca Mau,là người muốn một mình nhưng sợ cô đơn,canh kim chi lẩu những món có vị chua đồ thái,xem tv series,không,sạch gọn quan tâm tôn trọng quyền riêng tư của mọi người hoạt bát… mình thích ở 1 mình thôi 😶,6,5
376,376,Nữ,Hoa Binh,hướng nội thích ở 1 mình yên tĩnh hướng ngoại ít nói thích ở một mình,mì các loại bánh ngọt chill,đếm tiền nghe nhạc mua sắm,không,chung gu giải trí biết giữ gìn hoà khí chung vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau hào phóng dễ thương,7,8
377,377,Nam,Ha Giang,là một người khá là trầm tư,hủ tiếu nam vang nước trà trà dâu,đếm tiền shopping trí tuệ như nhau nên điều đó cũng là một sự thú bị đông y,Có,biết nấu ăn đơn giản,10,8
378,378,Nữ,Son La,thích giao lưu tính cách thất thường thích giao lưu với mọi nguời vui tính,no ăn sushi socola ngọt ngào có chút đắng mình thích ăn bánh tráng cuốn,mình thích ngôn ngữ mình rất thích nghệ thuật đi dạo thích khám phá xung quanh thần số học,không,cùng nhau đi chill biết tôn trọng chung ngành học có kỷ luật,10,7
379,379,Nam,Lao Cai,sạch sẽ,những món có vị chua xôi mặn,đi đây đi đó với bạn bè( một mình) thích tranh biện thích học ngôn ngữ anh của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) tập thể dục,không,chịu đi chơi với tôi ham học sạch sẽ gọn gàng hòa đồng dễ chịu,8,7
380,380,Nữ,Dak Lak,hướng nọpi không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì,hầu hết các món con người dùng được các món gỏi nước nha đam uống caffee,bóng bàn thích xem phim bới lội,không,sạch sẻ ngành gì cũng được (khác ngành thì dễ nhờ hơn :>) hiểu chuyện vui vẻ hòa đồng,8,10
381,381,Nữ,Ha Giang,thích được đi chơi là một người nội,xôi mặn có ăn là được,thích đi chơi với bạn bè edit bóng rổ,không,thích 1 mình,10,10
382,382,Nam,Khanh Hoa,trung lập là một người ít nói hướng nội,cơm ngon còn bánh bao hơi dở bánh bèo come gà sprite bánh plan,nghe nhạc thiên văn học ăn uống,không,ham học nhưng đừng quá ồn ào.,10,9
383,383,Nam,Kien Giang,lười giao tiếp... thích trò chuyện indoor type,tắc mình thích ăn các loại đồ ngọt ăn đồ cay,thích khám phá xung quanh trò chơi điện tử toán,không,người có tính cách vui vẻ dễ bắt chuyện,7,9
384,384,Nam,Hoa Binh,50% hướng ngoài mình hk thích sự gượng ép,mì tương đen ham bơ gơ vị đậm đà😋 không độ),toán học vi vu dạo phố thích chill diy.. trang điểm,không,có tổ chức,7,6
385,385,Nam,Long An,quyết đoán hướng ngoại ít nói thích ở một mình thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng bán hướng nội bán hướng ngoại,thức ăn có vị cay sữa bắp snack khoai tây mình ăn thích ăn đồ healthy,linux đạp xe thiết kế thích chơi suốt ngày mua sắm,không,hiền vd : vui vẻ,8,7
386,386,Nam,Bac Lieu,hướng nội trầm tính thích giao lưu dễ thích nghi,dưa hấu cút lộn rang me thích hamburger nước cam,"thích đọc sách thích:
1. thiên nhiên cây cỏ
2. bóng bàn thích đi bộ chăn nuôi",không,thoải mái là ổn thích ăn ngoài cùng mình,9,5
387,387,Nam,Thanh Hoa,thích đi chơi ở ngoài với bạn bè hướng trung,các món gỏi mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má trà dâu trà đá,xem phim nghe nhạc holywood linux sự logic,không,đánh giá thích nói chuyện vui tính. không quá ồn ào,7,9
388,388,Nam,Nam Dinh ,một người nửa hướng nội,thích ăn món mì cay mì bánh . nước coca . mì cay... nước cam,đi coi phim coding coi phim anime mình thích hát,không,không tính toán với bạn cùng phòng khác.,9,7
389,389,Nữ,Binh Dinh,tính cách thất thường người đang học trường fpt đôi lúc hướng nội một người hướng nội nhưng cũng thích xã giao với mọi người nội tâm,cơm nhà mì tương đen,tám chuyện tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. thích chơi suốt ngày,không,không câu nệ tiểu tiết,8,10
390,390,Nữ,Thanh Hoa,là một người hướng nội thích ở một mình thiên về cảm xúc nhiều hơn lí trí,gà nói chung bánh kẹp thịt bò với sữa trà đào…,mình thích chạy bộ các hoạt động xã hội cafe thích xem phim thích chơi cầu lông,không,v.v phát triển bản thân,8,9
391,391,Nam,Thanh Hoa,hướng nội thích 1 mình hướnh ngoại nói nhiều,đồ hàn mỳ quảng trà sữa gà rán coca-cola,bóng chuyền ngủ coi phim ăn,không,không vô duyên hoạt bát… hướng nội biết chia sẻ công việc,7,10
392,392,Nam,Khanh Hoa,hướng ngoại hướng ngoại nhung thích ở một mình khá hòa đồng nhiệt tình hướng ngoại ít nói thích ở một mình,nước dừa bánh tráng trộn,bơi lội. truyện thích chơi game thích đánh cờ chơi thể thao,không,mình thích ở 1 mình thôi 😶 giữ không gian riêng tư có ý thức thích gọn gàng,10,8
393,393,Nữ,Lam Dong,trải nghiệm,bị dị ứng hải sản có vỏ dừa dầm........ nước ép thơm,thích đi bộ android trí tuệ như nhau nên điều đó cũng là một sự thú bị,không,người không nói quá nhiều có giúp đỡ,8,8
394,394,Nữ,Binh Thuan,indoor type  lúc nói nhiều lúc nói ít,espresso mì cay trà sữa,chơi,không,có qua có lại trầm tính ít nói nữa thì quá tuyệt vời hiền có thể là người học mỹ thuật hay kinh tế biết làm việc nhà giống mẹ thì càng tốt,7,7
395,395,Nữ,Ha Tinh,là một người ít nói là một người thiếu ngủ thích tìm hiểu những điều bí ẩn hiền hoà nói nhiều hướng ngoại thích đi đây đó,thức ăn có vị cay nước trà các thế loại mì coca cola…,tin khoa học đông y ca hát,không,ý kiến của mình lên bạn cùng phòng không vô duyên rõ ràng,8,7
396,396,Nữ,Dak Nong,ít nói nhưng hướng ngoại quyết đoán,táo,"uống cà phê thích:
1. thiên nhiên cây cỏ
2. bóng bàn thích ngủ o buổi sáng các chương trình giải trí",không,ăn mặc ổn vui vẻ thoải mái người vui tính,7,5
397,397,Nữ,Tien Giang,là một người khiêm nhường nghiêm túc nửa nội nử ngoại indoor type hướng ngoại partime,thích hamburger,... chơi đàn piano game ko thích gì hết,không,có ý thức là được tốt bụng biết chia sẻ công việc trong phòng,7,8
398,398,Nữ,Bac Lieu,ngoại áp dụng công nghệ mới thích sạch sẽ sạch sẽ nhạy cảm,suit my taste is fine 7up đặc biệt là mì cay kẹo dẻo,của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) ios đá banh,không,có thể là người học mỹ thuật hay kinh tế người vui tính,7,8
399,399,Nam,Binh Thuan,í nói hướng nội hướng nội nhưng thích làm social media vui vẻ hoà đồng cũng hơi hướng ngoại,socola ngọt ngào có chút đắng khoai lang lắc hoặc các loại nước có gas mì xào mì trộn socola,thích đọc ko thích bị ép buộc android,không,ăn nhiều suy đoán,7,8
400,400,Nam,Binh Dinh,ít nói nhưng thích đám đông dễ thương sợ xã hội,sting đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. phở bò,…. thích ngủ code thích đi karaoke,không,không care lắm  biết cách giúp đỡ trong những hoàn cảnh éo le( không nhất thiết cùng quê ),10,9
401,401,Nữ,Hoa Binh,một người hướng ngoại với bạn bè e là một người khá tự ti,udon ........; nói chung là mình thích ăn rất nhiều món :3 canh trứng cà chua,phong thủy thích đánh cờ bóng đá linux tin học,không,chủ động công bằng tĩnh lặng ham chơi,8,9
402,402,Nữ,Hung Yen,hướng ngoại thân thiện vui vẻ,bò kho pizaa ... mình rất thích đồ ăn vặt,coi phim gym,không,vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng biết đúng sai ở sách không bừa bộn,8,8
403,403,Nữ,Binh Duong,không lười thì đi có hứng thì xác xe thích suy diễn mọi chuyện trên đời người hướng nội cởi mở phần hướng nội nhiều hơn nghiêm túc,rau củ rau thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua,xem phim hàn mình thích hát,không,không quá ồn ào điểm khác biệt giữ 2 đứa. không quá xen im lặng thích nói thật vui hoà dồng,10,7
404,404,Nữ,Long An,thích đông vui mình là một người khá rụt rè khi ở một mình. dễ tính hướng nọpi,nước suối trà nóng bún cá châu đốc,"đọc tiểu thuyết thích:
1. thiên nhiên cây cỏ
2. bóng bàn tìm hiểu về văn hóa các nơi bơi lội",Có,để cùng nhau nói chuyện tiền bạc rạch ròi dễ tính không soi mói vui vẻ - hài hước,9,7
405,405,Nam,Binh Thuan,ồn ào bình thường thích ở một mình. nội tâm là người hướng nội,nước trà trừ đồ đắng ra thì mình đều ăn được,sự logic,không,respect private space and friendly is good,7,8
406,406,Nữ,Vung Tau,thích tận hưởng không gian 1 mình mình hk thích sự gượng ép hướng nội ít nói thik ở một mình nhưng vẫn hoà đồng một người hướng nội,bún bánh bột lọc thích đồ healthy,tiếng anh thích đá banh linux,không,quan tâm không có ạ không có,6,10
407,407,Nam,Hoa Binh,extrovert lúc hướng nội lúc hướng ngoại,cá trà đá cứ đồ ăn là thích,học ngoại ngữ pha chế bóng đá đọc tiểu thuyết vẽ tranh,không,chăm chỉ làm việc nhà,9,7
408,408,Nữ,Binh Phuoc,linh hoạt lạc quan năng động,eatclean trà chanh,lập trình khoa học cờ tướng phim truyền hình,không,dẫn tiếp xúc,9,10
409,409,Nam,Hung Yen,hướnh ngoại hướng nội thích được đi chơi mình là một người hướng ngoại ....,thịt nướng sting," ngoại ngữ call điện thoại đi mua sắm

không thích: chạy bộ",Có,biết nghĩ cho người khác. ăn nhiều ít nói thân thiện,2,9
410,410,Nam,Long An,cá tính mạnh hướng ngoại full time,bánh kẹp thịt bò với sữa ăn cơm mẹ nấu mặn,các hoạt động phải chạy tin khoa học ca hát gym hích võ taekwondo,không,phát triển bản thân để ý tiểu tiết (theo hướng tích cực) giàu ..,9,9
411,411,Nữ,Khanh Hoa,hướng ngoại partime thích đi đâu đó nhưng lại thích giao lưu =)) linh hoạt,đồ ăn vặt hoặc đồ hàn bánh mì tắc mỳ quảng,đi tản bộ,không,hòa đồng ocd càng tốt. không quá tính toán hơn thua để ý tiểu tiết (theo hướng tích cực) học giỏi người trung thực,8,8
412,412,Nam,Bac Lieu,hướng nội thích ở một mình thích sạch sẽ nói rất nhiều,trà chanh trân châu nhật,mình thích chạy bộ của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng),không,thật lòng  cầu tiến,8,8
413,413,Nữ,Thanh Hoa,hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không hòa đồnh không thích ồn ào cởi mở,kfc bánh trán trộn,cũng không biết thích gì du lịch thư giãn,không,không khó tính đẹp mình mong muốn được ở cùng một người thích tìm hiểu những điều mới lạ không nói xấu sau lưng,7,7
414,414,Nam,Long An,hướng nội 35% cá tính mạnh,các món về tôm không thích ăn cay lắm,chơi đàn piano lắp ráp ko mình còn có thể chơi cầu lông nữa,không,gọn gàng,7,7
415,415,Nam,Quang Ngai,có trách nhiệm quan tâm người khác hướng trung (ambivert) lúc thích một mình thích tụ tập bạn bè thân thiết ở nhà tự do,bánh trán trộn,kinh quẻ mầy mò linh kiện máy tính tìm hiểu về văn hóa các nơi trống thích đọc sách,không,ngành kỹ thuật tính khôn lỏi,8,8
416,416,Nam,Kon Tum,một người hướng nội thích sự im lặng thoải mái khi gia nhập,thích bánh sandwich nướng kem,code,không,sạch sẽ. mong muốn có một người thích đánh cờ sạch sẽ gọn gàng biết chia sẻ công việc trong phòng,10,9
417,417,Nam,Phu Yen,người suy nghĩ nhiều thoải mái,bánh mì kẹp các loại,lắp ráp,Có,người vui tính vui vẻ - hài hước thích ăn,10,8
418,418,Nữ,Ca Mau,thoải mái khi gia nhập vui nhộn logic,thích bánh sandwich nướng sữa của các hạt đậu chất béo hay phô mai. không ăn được cua :3,văn học bơi lội. nằm dài nghe nhạc đi đây đi đó với bạn bè( một mình),không,thích gọn gàng,5,8
419,419,Nữ,Phu Tho,ít bạn nhưng ít nói bình thường hiền hoà,........; nói chung là mình thích ăn rất nhiều món :3 lẩu mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má lẩu bò mì gói,nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster hacking bơi,không,thích nói chuyện không quậy phá người ít nói bạn cùng phòng biết lùa gà sạch sẽ hoà đồng vui vẻ trung thực,9,7
420,420,Nam,An Giang,là một người hướng nội là một người ít nói hướng nội hướng nội tích cực ghét sự cô đơn dễ tính,pizaa ...,tiếng anh... đá bóng mình còn có thể chơi cầu lông nữa,không,bạn cùng phòng phải là người sạch sẽ dễ ăn uống có ý thức là được thích ăn hoạt bát vui tính,8,10
421,421,Nữ,Quang Nam,thân thiện nội tâm hoà đồng với mng nói nhiều với người quen,đồ bình dân hoi.,vẽ tranh cũng không biết thích gì trang trí phòng ngủ,không,tôn trọng bạn cùng phòng,7,9
422,422,Nam,Hung Yen,thích 1 mình hòa đồng không thích đám đông lắm nhưng dễ hòa nhập bán hướng nội bán hướng ngoại .... nhưng thích trải nghiệm điều mới là một người hướng ngoại nói nhiều,ăn cơm mẹ nấu mì xào mì trộn thích đồ tự nấu nem nướng nha trang gà jollibee,trống,không,áp đặt sở thích không quậy phá lắng nghe biết giữ gìn hoà khí chung,8,9
423,423,Nữ,Hoa Binh,thích ở một mình với gia đình hướng ngoại khi cần thiết thích một mình,drink: (ưu tiên) nước lọc đồ ăn healthy snack,được ăn bóng chuyền badminton đọc sách nhảy dây,không,tâm lý tự giác tôn trọng ý kiến của nhau,9,6
424,424,Nam,Lam Dong,hoà đồng trầm tính thích được đi chơi một người vui vẻ,những món có vị chua nước dưa hấu ép,thích nhảy,không,người vui vẻ nhường nhịn biết như thế nào là bất lịch sự mong muốn có một người bạn có cùng sở thích khám phá giống mình không tính toán với bạn cùng phòng khác. thích gọn gàng,8,5
425,425,Nữ,Ca Mau,hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao,kem nui xào sữa đậu nành,viết lách đi cắm trại,không,bình thường vui vẻ hòa đồng chung ngành học dễ bắt chuyện,8,10
426,426,Nữ,Khanh Hoa,đôi lúc hướng nội hiểu biết.,"thịt sườn thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon 1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép",vi vu dạo phố sở thích của mình là thay vì thoát khỏi áp lực,Có,không thích chung phòng,8,8
427,427,Nữ,Ha Giang,thích đi đâu đó nhưng hướng nội với người lạ nhạy cảm vui vẻ…,thích đồ chay đặc biệt là mì cay bánh cá tôm,ngủ toán học đạp xe đạp đánh cờ vua,Có,vui tính tự giác bình thường toi khong có roommate,3,8
428,428,Nữ,Hai Duong,thoải mái đôi lúc hướng ngoại đôi lúc hướng nội,món j có topping thì đều thích hoặc các loại nước có gas các loại bạn cơm nhà,đọc manga xem anime xem phim âu action nghe nhạc ăn uống ko,không,đồ mình sở hữu là được vì mình cũng như vậy. chăm chỉ cùng tần số gọn gàng,7,8
429,429,Nam,Tien Giang,nói nhiều vui vẻ hoạt bát năng động nhưng hơi hướng nội có thể mời người ta đi ăn nếu vui,gà rán sữa đậu nành chocolate đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. fast food,thích đi chơi với bạn bè,không,mạnh mẽ k ồn sau 11h biết làm việc nhà cùng ngành học,7,8
430,430,Nam,Kon Tum,hướng ngoại ít nói thích ở một mình người thân,sữa chua mình thích uống trà sữa,thích ngồi lướt mạng xh cả ngày chăn nuôi diy.. cờ tướng,không,biết giữ gìn hoà khí chung sạch sẽ không bừa bộn tích cực với cuộc sống không cùng cũng không sao sạch gọn,9,6
431,431,Nam,Kon Tum,bán hướng nội ambivert thích đi đâu đó,bánh ngọt chill ... thật ra thì ngoại trừ rau cần đặc biệt là mì cay,ăn đếm tiền các hoạt động phải chạy thích khoa học thích chơi game,không,hoạt bát… dễ thương,5,8
432,432,Nữ,Bac Ninh,nhưng lúc high thì lại muốn nói rất nhiều thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người thích ngoại giao là một người khiêm nhường hoà đồng với mọi người,đồ gì có vị cay sting mì bánh căn ăn haidilao,học tiếng anh,không,có tổ chức có trách nhiệm trầm tính ít nói nữa thì quá tuyệt vời,8,9
433,433,Nam,Binh Thuan,ngăn nắp dù hay bày bừa (xong rồi dọn ngay) tùy lúc hướng ngoại partime thích tự do,ít mỡ mì xào mì trộn,phim hoạt hình bơi lội.,không,người kiên định không ba phải hùa theo đám đồng,10,8
434,434,Nam,Thanh Hoa,nửa hướng ngoại thoải mái nhưng hướng nội với người lạ mình là ng dễ giao tiếp,có ăn . nhiều lắm nào cũng ăn được cơm sườn ngũ cốc,game thích hút thuốc,Có,mọi thứ rõ ràng bạn cùng phòng biết lùa gà,7,9
435,435,Nữ,An Giang,ít nói bán hướng nội bán hướng ngoại,thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon xôi mặn bánh khọt,xem phim đặc biệt là thích nhạc của sơn tùng m-tp đá bóng ...) xem các show giải trí thực tế môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính,không,hoạt bạt cởi mở,7,9
436,436,Nữ,Quang Ngai,mình khá dễ hòa đồng nhưng tùy đối tượng là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime thích ở một mình.,các món nhật miến trộn thích bánh sandwich nướng không rõ,tập thể dục toán học holywood đạp xe đạp,không,thấu hiểu biết lắng nghe cùng ngành phát triển bản thân không quậy phá,8,9
437,437,Nữ,Ninh Thuan,thích giao tiếp nói khi cần thiết,các loại lẩu,công nghệ,không,không nói xấu sau lưng ngành công nghệ thông tin tiết kiệm một chút ý thức,8,7
438,438,Nam,Kien Giang,sống cống hiến lúc hướng nội lúc hướng ngoại,sữa của các hạt đậu,xem anime vân vân... đọc manga xem anime xem phim âu action nghe nhạc,không,giàu cẩn thận chăm chỉ làm việc nhà không quá nóng tính,9,8
439,439,Nữ,Ha Tinh,hướng ngoại vui vẻ hòa đồng tôi là một người ít nói,xôi mặn mỳ hoành thánh mì xào sting gà jollibee,thích ngoại ngữ nghệ thuật,không,trúa hề quan tâm tiền bạc rõ ràng hoạt bát… sẻ chia,9,8
440,440,Nữ,Binh Phuoc,nửa nội nử ngoại hiếm khi thấy vui hơi ngại giao tiếp nhưng sẵn sàng học hỏi ồn ào hướng nội + ngoại part time,bánh canh bánh bông lan dâu mình rất thích ăn đồ ăn cay cơm sườn,làm mô hình xem tin tức công nghệ bóng đá thích khám phá xung quanh,không,gọn gàng sạch sẽ. rạch ròi về tiền bạc hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau hiền hòa,7,8
441,441,Nam,Binh Phuoc,hoà đồng vui vẻ ít nói chuyện v.v một người hướng nội,thích đồ ngọt,chăn nuôi đi dạo ráp pc thích nhảy,không,chịu khó dọn dẹp tinh ý hiền biết lắng nghe/ tôn trọng lẫn nhau không cùng cũng không sao,5,8
442,442,Nam,Binh Duong,hướng nội thích ở một mình hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ .... hòa đồnh,stings nước trà (như c2 món j có topping thì đều thích,đá cầu,không,siêng gọn gàng sạch sẽ. rạch ròi về tiền bạc,8,7
443,443,Nữ,Thai Binh,người suy nghĩ nhiều thích khám phá hay ngại,bánh cam,văn học,không,biết làm việc nhà giống mẹ thì càng tốt ko so đo,9,8
444,444,Nữ,Ha Giang,khó chịu thích vui,trái cây pizaa ... cơm chiên các loại,vẽ,không,người chịu chia sẻ cảm xúc của bản thân. hiểu chuyện. ý kiến của mình lên bạn cùng phòng không vô duyên,8,7
445,445,Nam,Hoa Binh,có xu hướng ambivert thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình,suit my taste is fine coca nước ép thơm,đánh cờ vua đi đây đi đó với bạn bè( một mình) nằm dài nghe nhạc,Có,chăm chỉ biết chia sẻ có chí cầu tiến,8,8
446,446,Nữ,Son La,hay ngại hướng nội nữa mùa,thức ăn chill,âm nhạc ( nghe nhạc) xe cộ xem phim nghe nhạc,không,muốn có bạn gái,7,7
447,447,Nữ,Thanh Hoa,hướng ngoại thân thiện vui vẻ,mùi hương (hành tỏi tiêu ớt sả đầy đủ) uống trà sữa bánh cuốn hủ tiếu,xem youtube ngủ nghỉ ngơi vẽ,không,người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương sạch sẽ người sống có quy củ giỏi,8,8
448,448,Nam,Binh Phuoc,mình là một người khá rụt rè khi ở một mình.,thích ăn món mì cay hủ tiếu …. đồ chiên hột vịt lộn rang me,thường thức tác phẩm nghệ thuật,Có,sạch sẽ một chút thẳng tính,7,9
449,449,Nam,Ca Mau,người hướng nội cởi mở mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân hướng nội thích ở 1 mình e là một người khá tự ti,bánh chocopie bánh . nước coca . mì cay...,thích học bài phim coi anime,không,cùng tần số với mình :)))). thật thà,8,9
450,450,Nam,An Giang,thích không gian riêng thích vui chơi,trà sữa drink: (ưu tiên) nước lọc nước ép. trà đào… em thích các loại bún ạ,bóng đá coi phim vẽ... đi dạo ngắm cây,không,dễ gần,8,10
451,451,Nữ,Dak Nong,thích ở 1 mình hướng nội tích cực mình là dễ gần là người ít nói hướng nội thích ở một mình,mì trộn các loại trà trái cây cà phê sữa đùi gà kfc,holywood vi vu dạo phố,không,không đòi mói biết chia sẻ muốn có bạn gái o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố ,8,9
452,452,Nữ,Binh Thuan,thích tụ tập bạn bè thân thiết ở nhà độc lập,hủ tiếu …. mình rất thích ăn đồ ăn cay thích đồ tự nấu phở); thức uống: nước có ga thịt sườn,du lịch cùng bạn,không,người vui tính thống minh hoạt bát vui tính có tri thức về y khoa cùng các lĩnh vực xã hội khác,3,7
453,453,Nữ,Vung Tau,hay giận vu vơ mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân là một người nội tôi là một người ít nói là 1 người ít nói hướng nội,hột vịt lộn rang me,thích đi bộ xem các show giải trí thực tế ngắm cảnh tập trung nghiên cứu một vấn đề nào đó uống cà phê,không,quan tâm mọi người chăm chỉ làm việc nhà vui vẻ chân thật điềm tĩnh hài hước nhưng phải có điểm dừng,8,8
454,454,Nữ,Thanh Hoa,kiểu người vui vẻ hoạt bát năng động nhưng hơi hướng nội,bánh xèo hủ tiếu nam vang bún riêu,dọn dẹp,không,chăm chỉ làm việc nhà biết chia sẻ công việc trong phòng gọn gàng. vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau,5,9
455,455,Nam,Binh Thuan,là một người khá là trầm tư ít nói nhưng hay chia sẻ với mn vui vẻ hoạt bát năng động nhưng hơi hướng nội hướng ngoài.,trừ đồ đắng ra thì mình đều ăn được canh trứng cà chua thích hamburger trừ những món liên quan tới cá ; các dòng nước ngọt đều thích,âm nhạc ( nghe nhạc),không,có kỷ luật ăn xong nhớ dọn vui vẻ hoà đồng đừng ham chơi 🤡 vì mình sẽ chơi cùng,9,9
456,456,Nữ,Hoa Binh,phần hướng nội nhiều hơn thích đi các hoạt động xã hội nóng nảy - ưu tư,đồ ăn chay,ăn game online travelling,không,hoạt bát chung ngành sạch sẽ bình thường tôn trọng riêng tư,6,7
457,457,Nữ,Thanh Hoa,là một người hướng ngoại nói nhiều dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít thích vui nói nhiều,gà hấp nước mắm paparoti thích ăn món mì cay cháo lòng,thích đọc truyện học ngoại ngữ shopping,không,ngành kỹ thuật vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau nhiệt tình vs mn đáng tin cậy,7,10
458,458,Nữ,Ninh Binh,bạn bè. hướng nội nữa mùa rụt rè hơi ngại giao tiếp nhưng sẵn sàng học hỏi thích vui,"bánh plan sương sáo các thứ
food: cái gì cũng ăn được. thích rau nước rau má hoành thánh",phụ kiện công nghệ phim hóng drama đọc truyện viết code kĩ thuật,không,thích công nghệ hiểu biết đừng quá ồn ào,10,9
459,459,Nam,Ha Giang,thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng hướng trung kiểu người,tôm chiên thịt,thích xem phim,không,tôn trọng không gian riêng tư trầm tính vui vẻ hòa đồng chung ngành học ko so đo đặc biệt là tam quan đúng đắn,10,8
460,460,Nữ,Thai Binh,thích vui chơi,cơm chiên,thích chill ..,không,không vô duyên đồng cảm mong muốn có một người thích đánh cờ nói nhìu hoà đồng vui,10,8
461,461,Nữ,Quang Nam,mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì tình cảm,. đồ ngọt bánh tráng các loại,xem tv series câu cá đá bóng đọc sách.. xem phim đọc truyện viết code,không,vui vẻ - hài hước hòa đồng,7,9
462,462,Nam,Son La,thích ở một đám,paparoti cà phê sữa... thích uống trà sữa ạ :v,mầy mò linh kiện máy tính nhảy đi cắm trại,không,vui vẻ hòa đồng nhưng đừng quá ồn ào. ngăn nắp. biết tuân thủ lợi ích chung.,10,9
463,463,Nam,Thanh Hoa,nửa nội nử ngoại nửa hướng ngoại thích trò chuyện thích một mình nhưng lại sợ cô đơn,nướng mỳ trộn nước trái cây,coi phim hoạt hình,không,sạch sẽ không bừa bộn không tệ nạn biết điều một người hiểu biết rộng trật tự,9,6
464,464,Nam,Long An,là 1 ng ít nói hướng nội cà thích ở 1 mình mình là một người khá rụt rè khi ở một mình. khá hướng nội. thích sạch sẽ,bánh cam,thích chơi cầu lông,không,o cuộc sống của nhau. không phán xét chung sở thích học giỏi 1 chút (nhưng không tự cao,8,4
465,465,Nữ,Kien Giang,hướng nội trầm tính,ăn đồ ngon cũng không biết nữa 😂 hột vịt lộn rang me,nhạc cụ pha chế,không,ở sạch sẽ thấu hiểu biết chia sẻ,9,8
